x	xend	y	yend
0.2164845	138.2340095	-0.277376470588235	-0.277376470588235
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	138.2340095	-0.274766871165644	-0.274766871165644
0.2164845	42.2474885	-0.267122807017544	-0.267122807017544
42.2474885	66.7932835	-0.392454545454545	-0.392454545454545
66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
0.2164845	42.2474885	-0.267122807017544	-0.267122807017544
42.2474885	66.3251155	-0.361333333333333	-0.361333333333333
66.3251155	66.7932835	-0.5325	-0.5325
66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
0.2164845	42.2474885	-0.267122807017544	-0.267122807017544
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	42.2474885	-0.25718	-0.25718
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	42.2474885	-0.25718	-0.25718
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
105.5272305	138.2340095	-0.290470588235294	-0.290470588235294
0.2164845	33.2549545	-0.273354166666667	-0.273354166666667
33.2549545	34.4591305	-0.076	-0.076
34.4591305	42.2474885	-0.279	-0.279
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
105.5272305	138.2340095	-0.290470588235294	-0.290470588235294
0.2164845	33.2549545	-0.273354166666667	-0.273354166666667
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
105.5272305	138.2340095	-0.290470588235294	-0.290470588235294
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	33.2549545	-0.262292682926829	-0.262292682926829
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
105.5272305	138.2340095	-0.290470588235294	-0.290470588235294
0.2164845	33.2549545	-0.273354166666667	-0.273354166666667
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	125.8008965	-0.265544303797468	-0.265544303797468
125.8008965	127.2988755	-0.496	-0.496
127.2988755	130.6852725	-0.2115	-0.2115
130.6852725	138.2340095	-0.3175	-0.3175
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	33.2549545	-0.262292682926829	-0.262292682926829
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	125.8008965	-0.265544303797468	-0.265544303797468
125.8008965	127.2988755	-0.496	-0.496
127.2988755	130.6852725	-0.2115	-0.2115
130.6852725	138.2340095	-0.3175	-0.3175
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	33.2549545	-0.262292682926829	-0.262292682926829
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
105.5272305	125.8008965	-0.292178571428571	-0.292178571428571
125.8008965	127.2988755	-0.496	-0.496
127.2988755	130.6852725	-0.2115	-0.2115
130.6852725	138.2340095	-0.3175	-0.3175
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	22.8102895	-0.258730769230769	-0.258730769230769
22.8102895	24.2058575	-0.4265	-0.4265
24.2058575	33.2549545	-0.244153846153846	-0.244153846153846
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	125.8008965	-0.265544303797468	-0.265544303797468
125.8008965	127.2988755	-0.496	-0.496
127.2988755	130.6852725	-0.2115	-0.2115
130.6852725	138.2340095	-0.3175	-0.3175
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	22.8102895	-0.258730769230769	-0.258730769230769
22.8102895	24.2058575	-0.4265	-0.4265
24.2058575	33.2549545	-0.244153846153846	-0.244153846153846
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
105.5272305	125.8008965	-0.292178571428571	-0.292178571428571
125.8008965	127.2988755	-0.496	-0.496
127.2988755	130.6852725	-0.2115	-0.2115
130.6852725	138.2340095	-0.3175	-0.3175
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	33.2549545	-0.262292682926829	-0.262292682926829
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	89.0318915	-0.258322580645161	-0.258322580645161
89.0318915	90.3878815	-0.448	-0.448
90.3878815	91.1396925	-0.041	-0.041
91.1396925	105.5272305	-0.238888888888889	-0.238888888888889
105.5272305	125.8008965	-0.292178571428571	-0.292178571428571
125.8008965	127.2988755	-0.496	-0.496
127.2988755	130.6852725	-0.2115	-0.2115
130.6852725	138.2340095	-0.3175	-0.3175
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	22.8102895	-0.258730769230769	-0.258730769230769
22.8102895	24.2058575	-0.4265	-0.4265
24.2058575	33.2549545	-0.244153846153846	-0.244153846153846
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	89.0318915	-0.258322580645161	-0.258322580645161
89.0318915	90.3878815	-0.448	-0.448
90.3878815	91.1396925	-0.041	-0.041
91.1396925	125.8008965	-0.271326086956522	-0.271326086956522
125.8008965	127.2988755	-0.496	-0.496
127.2988755	130.6852725	-0.2115	-0.2115
130.6852725	138.2340095	-0.3175	-0.3175
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	22.8102895	-0.258730769230769	-0.258730769230769
22.8102895	24.2058575	-0.4265	-0.4265
24.2058575	33.2549545	-0.244153846153846	-0.244153846153846
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.7932835	-0.44975	-0.44975
66.7932835	89.0318915	-0.258322580645161	-0.258322580645161
89.0318915	90.3878815	-0.448	-0.448
90.3878815	91.1396925	-0.041	-0.041
91.1396925	105.5272305	-0.238888888888889	-0.238888888888889
105.5272305	125.8008965	-0.292178571428571	-0.292178571428571
125.8008965	127.2988755	-0.496	-0.496
127.2988755	130.6852725	-0.2115	-0.2115
130.6852725	138.2340095	-0.3175	-0.3175
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	22.8102895	-0.258730769230769	-0.258730769230769
22.8102895	24.2058575	-0.4265	-0.4265
24.2058575	33.2549545	-0.244153846153846	-0.244153846153846
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.3251155	-0.367	-0.367
66.3251155	66.7932835	-0.5325	-0.5325
66.7932835	89.0318915	-0.258322580645161	-0.258322580645161
89.0318915	90.3878815	-0.448	-0.448
90.3878815	91.1396925	-0.041	-0.041
91.1396925	105.5272305	-0.238888888888889	-0.238888888888889
105.5272305	125.8008965	-0.292178571428571	-0.292178571428571
125.8008965	127.2988755	-0.496	-0.496
127.2988755	130.6852725	-0.2115	-0.2115
130.6852725	138.2340095	-0.3175	-0.3175
0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
2.7791455	22.8102895	-0.258730769230769	-0.258730769230769
22.8102895	24.2058575	-0.4265	-0.4265
24.2058575	33.2549545	-0.244153846153846	-0.244153846153846
33.2549545	34.4591305	-0.076	-0.076
34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
39.2336175	42.2474885	-0.098	-0.098
42.2474885	65.2327755	-0.4374	-0.4374
65.2327755	65.8962095	-0.1655	-0.1655
65.8962095	66.3251155	-0.367	-0.367
66.3251155	66.7932835	-0.5325	-0.5325
66.7932835	89.0318915	-0.258322580645161	-0.258322580645161
89.0318915	90.3878815	-0.448	-0.448
90.3878815	91.1396925	-0.041	-0.041
91.1396925	97.1436505	-0.24975	-0.24975
97.1436505	98.1747685	-0.054	-0.054
98.1747685	125.8008965	-0.281864864864865	-0.281864864864865
125.8008965	127.2988755	-0.496	-0.496
127.2988755	130.6852725	-0.2115	-0.2115
130.6852725	138.2340095	-0.3175	-0.3175
