x	xend	y	yend
0.0180935	242.8010185	0.274431763276225	0.274431763276225
0.0180935	231.4585615	0.2892944401154	0.2892944401154
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	132.7035095	0.236170264972486	0.236170264972486
132.7035095	231.4585615	0.361990679784651	0.361990679784651
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	127.3878285	0.248938731605962	0.248938731605962
127.3878285	132.7035095	-0.0356156676543656	-0.0356156676543656
132.7035095	231.4585615	0.361990679784651	0.361990679784651
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	86.0999865	0.266988039294767	0.266988039294767
86.0999865	87.7106665	-0.79836613883035	-0.79836613883035
87.7106665	132.7035095	0.192143666971754	0.192143666971754
132.7035095	231.4585615	0.361990679784651	0.361990679784651
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	4.5028575	-0.0676668355168865	-0.0676668355168865
4.5028575	86.0999865	0.283720783035349	0.283720783035349
86.0999865	87.7106665	-0.79836613883035	-0.79836613883035
87.7106665	132.7035095	0.192143666971754	0.192143666971754
132.7035095	231.4585615	0.361990679784651	0.361990679784651
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	4.5028575	-0.0676668355168865	-0.0676668355168865
4.5028575	86.0999865	0.283720783035349	0.283720783035349
86.0999865	87.7106665	-0.79836613883035	-0.79836613883035
87.7106665	127.3878285	0.229220767957401	0.229220767957401
127.3878285	132.7035095	-0.0356156676543656	-0.0356156676543656
132.7035095	231.4585615	0.361990679784651	0.361990679784651
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	4.5028575	-0.0676668355168865	-0.0676668355168865
4.5028575	86.0999865	0.283720783035349	0.283720783035349
86.0999865	87.7106665	-0.79836613883035	-0.79836613883035
87.7106665	99.4964625	0.0798616876759588	0.0798616876759588
99.4964625	127.3878285	0.280562951804147	0.280562951804147
127.3878285	132.7035095	-0.0356156676543656	-0.0356156676543656
132.7035095	231.4585615	0.361990679784651	0.361990679784651
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	4.5028575	-0.0676668355168865	-0.0676668355168865
4.5028575	86.0999865	0.283720783035349	0.283720783035349
86.0999865	87.7106665	-0.79836613883035	-0.79836613883035
87.7106665	99.4964625	0.0798616876759588	0.0798616876759588
99.4964625	127.3878285	0.280562951804147	0.280562951804147
127.3878285	127.8624965	-0.558516520417355	-0.558516520417355
127.8624965	132.7035095	0.0515344744727993	0.0515344744727993
132.7035095	231.4585615	0.361990679784651	0.361990679784651
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	4.5028575	-0.0676668355168865	-0.0676668355168865
4.5028575	71.5388585	0.291295354786041	0.291295354786041
71.5388585	73.9532855	-0.245927675271219	-0.245927675271219
73.9532855	86.0999865	0.312427947122397	0.312427947122397
86.0999865	87.7106665	-0.79836613883035	-0.79836613883035
87.7106665	99.4964625	0.0798616876759588	0.0798616876759588
99.4964625	127.3878285	0.280562951804147	0.280562951804147
127.3878285	132.7035095	-0.0356156676543656	-0.0356156676543656
132.7035095	231.4585615	0.361990679784651	0.361990679784651
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	4.5028575	-0.0676668355168865	-0.0676668355168865
4.5028575	71.5388585	0.291295354786041	0.291295354786041
71.5388585	73.9532855	-0.245927675271219	-0.245927675271219
73.9532855	86.0999865	0.312427947122397	0.312427947122397
86.0999865	87.7106665	-0.79836613883035	-0.79836613883035
87.7106665	99.4964625	0.0798616876759588	0.0798616876759588
99.4964625	127.3878285	0.280562951804147	0.280562951804147
127.3878285	127.8624965	-0.558516520417355	-0.558516520417355
127.8624965	132.7035095	0.0515344744727993	0.0515344744727993
132.7035095	231.4585615	0.361990679784651	0.361990679784651
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	4.5028575	-0.0676668355168865	-0.0676668355168865
4.5028575	24.9251815	0.285122196337354	0.285122196337354
24.9251815	28.9706765	-0.0423646731011006	-0.0423646731011006
28.9706765	71.5388585	0.32811832630602	0.32811832630602
71.5388585	73.9532855	-0.245927675271219	-0.245927675271219
73.9532855	86.0999865	0.312427947122397	0.312427947122397
86.0999865	87.7106665	-0.79836613883035	-0.79836613883035
87.7106665	99.4964625	0.0798616876759588	0.0798616876759588
99.4964625	127.3878285	0.280562951804147	0.280562951804147
127.3878285	132.7035095	-0.0356156676543656	-0.0356156676543656
132.7035095	231.4585615	0.361990679784651	0.361990679784651
231.4585615	242.8010185	-0.0342546018451026	-0.0342546018451026
0.0180935	4.5028575	-0.0676668355168865	-0.0676668355168865
4.5028575	24.9251815	0.285122196337354	0.285122196337354
