x	xend	y	yend
0.3591335	196.8931975	-0.173267347103285	-0.173267347103285
0.3591335	69.9539025	-0.462947787901315	-0.462947787901315
69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	69.9539025	-0.470485712674077	-0.470485712674077
69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	37.4759135	-0.446117812856216	-0.446117812856216
37.4759135	69.9539025	-0.50241606415955	-0.50241606415955
69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	29.3521765	-0.478711822514997	-0.478711822514997
29.3521765	29.9905805	-0.0649174766813385	-0.0649174766813385
29.9905805	69.9539025	-0.475189899091715	-0.475189899091715
69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
37.4759135	69.9539025	-0.50241606415955	-0.50241606415955
69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
37.4759135	38.8143905	-0.790858602161408	-0.790858602161408
38.8143905	69.9539025	-0.492114544945198	-0.492114544945198
69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
37.4759135	69.9539025	-0.50241606415955	-0.50241606415955
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
37.4759135	38.8143905	-0.790858602161408	-0.790858602161408
38.8143905	69.9539025	-0.492114544945198	-0.492114544945198
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
37.4759135	44.8900195	-0.580662183498503	-0.580662183498503
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	69.9539025	-0.504291912022896	-0.504291912022896
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
37.4759135	44.8900195	-0.580662183498503	-0.580662183498503
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	69.9539025	-0.504291912022896	-0.504291912022896
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	29.3521765	-0.478711822514997	-0.478711822514997
29.3521765	29.9905805	-0.0649174766813385	-0.0649174766813385
29.9905805	31.3760565	-0.490835627206223	-0.490835627206223
31.3760565	37.4759135	-0.333166282520841	-0.333166282520841
37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
